Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Turks and Caicos Islands,TCA,..,-190,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Tuvalu,TUV,..,-19.9999999999999,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Uganda,UGA,..,216.11625,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Ukraine,UKR,..,-83.9913771851765,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,United Arab Emirates,ARE,..,3.7825059101662,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,United Kingdom,GBR,..,-41.2120091373867,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,United States,USA,..,23.9804577361206,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Uruguay,URY,..,-17.0324439868806,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Uzbekistan,UZB,..,-72.8256282602278,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Vanuatu,VUT,..,-150,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,"Venezuela, RB",VEN,..,-12.9510897288899,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Viet Nam,VNM,..,0.77295660913419,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Virgin Islands (U.S.),VIR,..,-62.4999999999999,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,"Yemen, Rep.",YEM,..,1666.6666666664,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Zambia,ZMB,..,74.7570625703997,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Zimbabwe,ZWE,..,2642.07500000001,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Arab World,ARB,..,1298.85189472452,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Caribbean small states,CSS,..,-94.3235895541659,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Central Europe and the Baltics,CEB,..,-90.5518060401434,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Early-demographic dividend,EAR,..,-40.6708284474975,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,East Asia & Pacific,EAS,..,-47.4936864811307,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,East Asia & Pacific (excluding high income),EAP,..,-79.6431016076771,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,..,-79.0264717134886,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Euro area,EMU,..,-40.2551557922851,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Europe & Central Asia,ECS,..,3.29435074190425,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Europe & Central Asia (excluding high income),ECA,..,-63.2054790432347,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,..,22.352942862608,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,European Union,EUU,..,-48.363264420591,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Fragile and conflict affected situations,FCS,..,-10.2263610000574,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Heavily indebted poor countries (HIPC),HPC,..,51.8622393868318,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,High income,HIC,..,66.4756977215185,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,IBRD only,IBD,..,-39.7717057437335,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,IDA & IBRD total,IBT,..,-9.34519957047517,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,IDA blend,IDB,..,11.519985300389,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,IDA only,IDX,..,18.4794250970681,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,IDA total,IDA,..,17.669875072651,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Late-demographic dividend,LTE,..,-32.4218161711984,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Latin America & Caribbean,LCN,..,-50.6019971494196,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Latin America & Caribbean (excluding high income),LAC,..,-54.5683695187321,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,-50.525901689284,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Least developed countries: UN classification,LDC,..,22.3991353551451,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Low & middle income,LMY,..,-13.894908669877,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Low income,LIC,..,46.2375902742265,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Lower middle income,LMC,..,-35.3096715921239,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Middle East & North Africa,MEA,..,-60.9801504224273,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Middle East & North Africa (excluding high income),MNA,..,-21.5625550401575,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,..,-21.5625550401575,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Middle income,MIC,..,-38.9259927352697,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,North America,NAC,..,31.9229235036232,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,OECD members,OED,..,92.4482346878848,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Other small states,OSS,..,1656.38301434629,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Pacific island small states,PSS,..,-91.3461538461535,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Post-demographic dividend,PST,..,102.083117440032,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Pre-demographic dividend,PRE,..,44.8042309495251,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Small states,SST,..,242.324593496574,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,South Asia,SAS,..,7.75849670576569,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,South Asia (IDA & IBRD),TSA,..,7.75849670576569,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Sub-Saharan Africa,SSF,..,73.929483721131,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Sub-Saharan Africa (excluding high income),SSA,..,73.9302233950458,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,73.929483721131,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,Upper middle income,UMC,..,-44.6083328347346,..,..,..,..,..,..,..,..,..,..
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,World,WLD,..,-2.40657954723871,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Afghanistan,AFG,11630.79506,14205.32527,30430.30008,31165.8158,31619.07371,30864.98363,31750.55044,32580.49106,32736.76917,31119.04539,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Albania,ALB,11181.07427,8163.977582,9298.28975,9738.800297,9408.765344,9191.743023,9924.274102,9671.388481,9196.36286,8304.29494,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Algeria,DZA,122219.4894,161798.7973,239618.2599,252331.6686,261745.2952,262948.8019,265628.7808,274181.7018,279200.6234,266702.6795,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Andorra,AND,430.703269,588.117968,588.816848,574.862934,579.22902,585.850664,585.144308,617.413952,605.715596,577.573639,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Angola,AGO,43185.60921,57982.70087,82325.9083,83628.13621,88673.04141,86726.86873,82023.70755,74848.14556,78672.38408,70781.0562,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Antigua and Barbuda,ATG,358.408496,584.648482,1046.077422,1061.010555,1085.816188,1123.550637,1150.138886,1185.478236,1211.480385,1203.631334,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Argentina,ARG,249188.7612,294271.3913,366978.6016,365636.2677,372415.2067,375694.4541,379420.2746,378187.3624,374523.504,361433.0173,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Armenia,ARM,24389.02825,5990.512959,9141.888191,9132.807486,9155.78308,9415.287058,9251.278735,9443.729713,9874.86109,10422.04117,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Australia,AUS,490531.2507,606860.8124,604285.6676,621420.4289,622092.6414,600642.7642,647518.2719,642275.8577,613604.7013,571903.1199,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Austria,AUT,76630.27662,78694.10972,78909.03381,75143.18762,76429.62374,76780.91177,78699.13623,75582.15688,76622.88544,71017.8287,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Azerbaijan,AZE,75481.47959,38178.85835,51037.92334,52262.55666,52141.63798,52487.77721,51758.38444,53176.47097,56536.8442,55351.99383,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Bahamas, The",BHS,2183.995157,2319.424631,3111.966577,2815.829643,2513.101709,2357.871443,2502.934277,3123.026611,2957.747745,2801.144379,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Bahrain,BHR,15950.83482,25623.79391,46013.64861,48106.69701,48874.34031,49459.0278,50342.13908,51257.81097,54194.74915,54151.41004,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Bangladesh,BGD,91841.25556,111593.3328,174185.1534,179287.1507,187771.298,195047.4195,205028.6288,214432.3367,212143.1483,206570.3527,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Barbados,BRB,3128.995934,3533.327615,3885.431835,3740.207364,3742.935393,3783.217854,3693.384915,3796.373576,3710.537737,3656.467698,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Belarus,BLR,142017.9433,82356.8548,93419.06847,92626.09993,88193.48911,87316.84186,88971.77819,91880.30552,90320.04535,87868.32147,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Belgium,BEL,130784.8565,138266.4483,112869.6307,106749.5809,111403.0469,110335.3227,108193.7955,108952.4335,108086.3373,100063.4878,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Belize,BLZ,6521.858891,702.732203,1261.360425,1248.729511,1449.138697,1440.882054,1441.651512,1427.523569,1602.171827,1573.319685,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Benin,BEN,4047.791367,7029.108436,11162.52237,11694.9976,12117.32083,13818.34967,13973.67292,15267.36586,15622.04121,16190.53196,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Bhutan,BTN,862.080394,1057.92629,1578.225693,1649.68331,1661.129528,1856.760403,1945.742577,2074.163352,2052.155026,1630.8557,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Bolivia,BOL,30871.86234,31098.26178,52023.63558,52832.12158,54381.51228,56748.87449,56810.3186,56831.15371,58309.83432,55203.08943,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Bosnia and Herzegovina,BIH,30258.58061,18656.89406,27191.8729,24689.43736,24906.99761,27490.28619,27759.41257,27771.20464,26218.11502,26053.3501,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Botswana,BWA,12787.36293,13640.71335,13990.227,12708.58574,12082.93249,10972.09654,14735.6943,13322.30266,10618.37622,12374.76398,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Brazil,BRA,592496.8304,772340.1186,1089193.408,1127554.01,1105478.108,1069581.2,1085923.233,1054181.831,1069918.901,1064709.126,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Brunei Darussalam,BRN,4729.264158,6699.814634,9316.351699,9190.90146,8467.041421,9101.755241,9558.74396,9852.95828,9392.1572,11914.03262,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Bulgaria,BGR,98303.01841,57837.64925,52036.53622,54624.01798,57320.00702,54456.29094,56596.72316,53370.25718,51526.03949,46492.85461,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Burkina Faso,BFA,11113.27877,15984.91011,25741.05329,26220.72587,27368.07335,28836.31118,29792.21891,30655.18984,31636.78727,32262.81629,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Burundi,BDI,1507.640349,1659.560708,3244.959156,3242.800609,3247.309761,3668.841788,4289.286314,4518.56764,4215.238066,4102.678292,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Cabo Verde,CPV,312.412261,462.267673,668.968682,665.877064,673.154746,719.403979,742.946011,754.609844,779.614077,791.61071,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Cambodia,KHM,16129.67076,19379.775,28694.76064,29452.73406,31144.32717,33920.89212,36540.98636,37519.1081,41947.80434,42363.17878,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Cameroon,CMR,22792.04228,86000.34183,86705.138,88018.74226,89900.98421,91280.78223,90654.59205,91747.67378,92152.5733,93348.64392,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Canada,CAN,543049.4519,648194.3571,702661.421,710549.609,708799.9174,709180.1212,725612.8229,742232.5371,726904.1199,677709.2227,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Central African Republic,CAF,16649.89732,24760.86522,21095.58984,20639.43834,21002.90194,22699.77251,20981.80529,21510.02287,19869.45835,21016.37573,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Chad,TCD,14595.47821,34514.9194,62716.78711,65261.99617,69860.08103,74323.30173,76767.20462,81268.12762,84292.90771,89558.45681,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Chile,CHL,45415.91931,70030.0334,103897.7388,96490.37495,102210.7159,106621.636,107321.0615,107364.6255,113466.4538,106722.3342,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,China,CHN,3238858.656,4567274.433,11861843.52,11940737.42,11804696.79,11773340.79,12014198.87,12524335.16,12732245.13,12942868.34,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Colombia,COL,124703.6395,141245.692,172344.8462,175835.9665,175033.6574,178893.9855,174466.4908,182787.6556,186444.7985,186999.3355,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Comoros,COM,258.076718,304.466998,471.126282,458.308745,476.310008,505.139902,568.532195,593.247488,618.479881,619.946774,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Congo, Dem. Rep.",COD,38391.29991,34138.39892,50963.47157,52890.71341,52645.93945,52491.41857,55524.36469,53561.37402,55443.09684,56120.40776,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Congo, Rep.",COG,10143.19831,13091.71866,15818.85907,15290.14487,15852.59287,15480.20014,16159.3014,18752.36987,20022.05923,19421.77959,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Costa Rica,CRI,8492.885741,10415.03619,14390.80079,14438.24508,14296.03177,15103.53237,15440.86498,15749.85459,15718.67899,14405.0866,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Cote d'Ivoire,CIV,9027.642098,25736.87342,21931.4159,21811.47133,22619.38655,24077.52629,24648.21623,24551.12647,25646.69991,26412.28115,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Croatia,HRV,28569.6077,25205.81114,22803.44883,21998.12626,22609.48542,22671.43852,23319.27005,22213.71599,22302.06393,21379.32606,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Cuba,CUB,54701.05486,43543.71858,44642.78112,42540.0504,44506.83057,42569.13595,41247.87473,41721.43901,39353.62809,38558.67367,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Cyprus,CYP,5440.329468,8154.548029,7739.793469,8137.045114,8213.804434,8598.436545,8737.878187,8560.320828,8541.86797,8109.206812,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Czechia,CZE,184942.4971,145672.3692,123329.6396,120621.652,122514.148,124271.9489,124327.6965,123073.8691,117767.1074,108308.4176,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Denmark,DNK,69121.51836,70523.49979,54525.65812,50328.46514,48303.77416,49939.3101,47663.42765,47108.3564,43569.79676,41135.55451,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Djibouti,DJI,912.456036,1221.999956,1477.726884,1329.890501,1382.482818,1340.937804,1349.732889,1367.777974,1388.224359,1394.763044,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Dominica,DMA,189.257789,192.511952,237.702734,244.944213,247.524891,247.984768,231.784244,231.66652,241.979596,230.526372,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Dominican Republic,DOM,15759.75316,27147.79163,33736.58828,34091.50908,36494.27567,37760.74806,37021.07534,39252.48133,39753.30481,37052.66519,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ecuador,ECU,37539.07263,49011.80013,75080.53196,76784.74275,75114.76093,74097.77605,72729.71647,73972.27038,74113.4694,68056.47202,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Egypt, Arab Rep.",EGY,138196.7387,187899.2888,304353.4118,310051.0097,316217.8249,327455.6758,337741.6636,331356.7922,307452.9495,299778.6515,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,El Salvador,SLV,6857.134022,10116.5256,11477.78489,11777.42223,12218.54067,12171.42074,11280.12151,11641.82258,12495.49105,11063.80963,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Equatorial Guinea,GNQ,179.349286,6704.651693,11739.98675,13756.70787,12673.56899,12361.18175,11334.9762,10907.31395,10292.5386,9542.961347,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Eritrea,ERI,3678.342635,5540.779701,5808.125444,5848.573954,5864.299964,5934.573265,5994.222366,6129.880168,6179.328169,6242.48957,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Estonia,EST,39142.67466,18060.79141,22029.62753,20799.44491,17592.51222,18996.67903,19899.03282,18817.84752,13174.99211,10198.8019,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Eswatini,SWZ,2831.398118,2737.111904,2754.543697,2783.518951,2803.297504,2895.568355,2897.502606,2924.752157,3052.193508,3000.932259,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ethiopia,ETH,66869.2446,72193.42532,126731.6201,133087.9879,136449.738,142550.0688,145745.4962,148723.7191,159695.3463,167300.0199,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Fiji,FJI,1727.324622,1963.529304,2220.025068,1796.428168,1874.148768,1805.08636,1995.340253,2076.756546,2187.528938,1764.367631,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Finland,FIN,70363.50265,69643.62462,62745.61025,58686.81708,55210.20911,57902.35336,55043.07473,56199.93179,52762.97326,47740.49323,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,France,FRA,496236.894,506377.7308,461319.7706,427859.1918,433262.6025,433665.791,436922.6199,422400.0351,412999.0434,376006.2454,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Gabon,GAB,12620.26561,16493.89658,15166.74369,15495.27609,15883.7891,16279.23307,14608.84924,14021.11591,15094.36318,14849.25845,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Gambia, The",GMB,4274.708319,2289.008775,2042.643152,2180.820707,2404.624162,2296.791097,2344.612332,2214.207067,2391.425602,2453.329037,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Georgia,GEO,49720.01718,14245.23612,16151.1902,16805.07456,17142.29722,17540.62774,17482.17546,17135.15848,17843.006,17669.44862,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Germany,DEU,1129742.508,959124.8436,881582.6541,840763.1258,845437.6348,848445.002,831156.0109,802489.7991,751652.422,692750.7552,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ghana,GHA,11517.41337,16827.71163,29002.19025,28547.03992,30251.44399,30665.08959,32492.6113,34130.8132,36070.4143,39070.28751,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Greece,GRC,95288.73758,117890.194,93348.14063,90264.07466,88528.37065,87235.49873,86847.33102,84139.55801,78649.7728,69283.30669,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
